Product-ID,MAE,RMSE,Test_Weekly_Average_Sales,Test_Total_Sales
FOODS_3_779_TX_3_validation,0.04,0.19,0,1
FOODS_3_260_TX_3_validation,0.04,0.19,0,1
FOODS_3_542_TX_3_validation,0.04,0.19,0,1
FOODS_3_315_TX_3_validation,0.04,0.19,0,1
FOODS_3_796_TX_3_validation,0.04,0.19,0,1
FOODS_3_597_TX_3_validation,0.04,0.19,0,1
FOODS_3_031_TX_3_validation,0.04,0.19,0,1
FOODS_3_817_TX_3_validation,0.04,0.19,0,1
FOODS_3_793_TX_3_validation,0.04,0.19,0,1
FOODS_3_171_TX_3_validation,0.04,0.19,0,1
FOODS_3_539_TX_3_validation,0.04,0.19,0,1
FOODS_3_736_TX_3_validation,0.04,0.19,0,1
FOODS_3_220_TX_3_validation,0.04,0.19,0,1
FOODS_3_718_TX_3_validation,0.04,0.19,0,1
FOODS_3_713_TX_3_validation,0.04,0.19,0,1
FOODS_3_758_TX_3_validation,0.04,0.19,0,1
FOODS_3_553_TX_3_validation,0.04,0.19,0,1
FOODS_3_328_TX_3_validation,0.04,0.19,0,1
FOODS_3_270_TX_3_validation,0.07,0.27,0,2
FOODS_3_408_TX_3_validation,0.07,0.27,0,2
FOODS_3_522_TX_3_validation,0.07,0.27,0,2
FOODS_3_316_TX_3_validation,0.07,0.27,0,2
FOODS_3_068_TX_3_validation,0.07,0.27,0,2
FOODS_3_062_TX_3_validation,0.07,0.27,0,2
FOODS_3_784_TX_3_validation,0.07,0.27,0,2
FOODS_3_612_TX_3_validation,0.07,0.27,0,2
FOODS_3_046_TX_3_validation,0.07,0.27,0,2
FOODS_3_771_TX_3_validation,0.07,0.27,0,2
FOODS_3_043_TX_3_validation,0.07,0.27,0,2
FOODS_3_040_TX_3_validation,0.07,0.27,0,2
FOODS_3_343_TX_3_validation,0.07,0.27,0,2
FOODS_3_175_TX_3_validation,0.07,0.27,0,2
FOODS_3_235_TX_3_validation,0.07,0.27,0,2
FOODS_3_579_TX_3_validation,0.07,0.27,0,2
FOODS_3_680_TX_3_validation,0.07,0.27,0,2
FOODS_3_358_TX_3_validation,0.07,0.27,0,2
FOODS_3_517_TX_3_validation,0.07,0.27,0,2
FOODS_3_256_TX_3_validation,0.11,0.33,0,3
FOODS_3_543_TX_3_validation,0.11,0.33,0,3
FOODS_3_799_TX_3_validation,0.11,0.33,0,3
FOODS_3_601_TX_3_validation,0.11,0.33,0,3
FOODS_3_710_TX_3_validation,0.11,0.33,0,3
FOODS_3_766_TX_3_validation,0.11,0.33,0,3
FOODS_3_705_TX_3_validation,0.11,0.33,0,3
FOODS_3_298_TX_3_validation,0.11,0.33,0,3
FOODS_3_312_TX_3_validation,0.11,0.33,0,3
FOODS_3_623_TX_3_validation,0.11,0.33,0,3
FOODS_3_824_TX_3_validation,0.11,0.33,0,3
FOODS_3_637_TX_3_validation,0.11,0.33,0,3
FOODS_3_613_TX_3_validation,0.07,0.38,0,2
FOODS_3_649_TX_3_validation,0.14,0.38,0,4
FOODS_3_737_TX_3_validation,0.14,0.38,0,4
FOODS_3_810_TX_3_validation,0.14,0.38,0,4
FOODS_3_162_TX_3_validation,0.14,0.38,0,4
FOODS_3_017_TX_3_validation,0.14,0.38,0,4
FOODS_3_453_TX_3_validation,0.14,0.38,0,4
FOODS_3_180_TX_3_validation,0.14,0.38,0,4
FOODS_3_507_TX_3_validation,0.07,0.38,0,2
FOODS_3_279_TX_3_validation,0.14,0.38,0,4
FOODS_3_440_TX_3_validation,0.14,0.38,0,4
FOODS_3_357_TX_3_validation,0.14,0.38,0,4
FOODS_3_189_TX_3_validation,0.11,0.42,0,3
FOODS_3_762_TX_3_validation,0.18,0.42,0,5
FOODS_3_421_TX_3_validation,0.18,0.42,0,5
FOODS_3_556_TX_3_validation,0.18,0.42,0,5
FOODS_3_691_TX_3_validation,0.18,0.42,0,5
FOODS_3_244_TX_3_validation,0.11,0.42,0,3
FOODS_3_038_TX_3_validation,0.11,0.42,0,3
FOODS_3_633_TX_3_validation,0.18,0.42,0,5
FOODS_3_512_TX_3_validation,0.18,0.42,0,5
FOODS_3_798_TX_3_validation,0.18,0.42,0,5
FOODS_3_289_TX_3_validation,0.18,0.42,0,5
FOODS_3_619_TX_3_validation,0.11,0.42,0,3
FOODS_3_350_TX_3_validation,0.11,0.42,0,3
FOODS_3_325_TX_3_validation,0.14,0.46,0,4
FOODS_3_223_TX_3_validation,0.14,0.46,0,4
FOODS_3_314_TX_3_validation,0.14,0.46,0,4
FOODS_3_216_TX_3_validation,0.21,0.46,0,6
FOODS_3_581_TX_3_validation,0.21,0.46,0,6
FOODS_3_374_TX_3_validation,0.21,0.46,0,6
FOODS_3_078_TX_3_validation,0.14,0.46,0,4
FOODS_3_658_TX_3_validation,0.21,0.46,0,6
FOODS_3_452_TX_3_validation,0.14,0.46,0,4
FOODS_3_631_TX_3_validation,0.21,0.46,0,6
FOODS_3_630_TX_3_validation,0.14,0.46,0,4
FOODS_3_123_TX_3_validation,0.14,0.46,0,4
FOODS_3_188_TX_3_validation,0.14,0.46,0,4
FOODS_3_722_TX_3_validation,0.14,0.46,0,4
FOODS_3_396_TX_3_validation,0.21,0.46,0,6
FOODS_3_198_TX_3_validation,0.14,0.46,0,4
FOODS_3_625_TX_3_validation,0.21,0.46,0,6
FOODS_3_567_TX_3_validation,0.18,0.5,0,5
FOODS_3_494_TX_3_validation,0.18,0.5,0,5
FOODS_3_686_TX_3_validation,0.25,0.5,0,7
FOODS_3_802_TX_3_validation,0.25,0.5,0,7
FOODS_3_337_TX_3_validation,0.25,0.5,0,7
FOODS_3_641_TX_3_validation,0.18,0.5,0,5
FOODS_3_676_TX_3_validation,0.25,0.5,0,7
FOODS_3_160_TX_3_validation,0.18,0.5,0,5
FOODS_3_506_TX_3_validation,0.18,0.5,0,5
FOODS_3_173_TX_3_validation,0.25,0.5,0,7
FOODS_3_622_TX_3_validation,0.21,0.53,0,6
FOODS_3_815_TX_3_validation,0.29,0.53,0,8
FOODS_3_293_TX_3_validation,0.29,0.53,0,8
FOODS_3_164_TX_3_validation,0.21,0.53,0,6
FOODS_3_210_TX_3_validation,0.29,0.53,0,8
FOODS_3_397_TX_3_validation,0.21,0.53,0,6
FOODS_3_165_TX_3_validation,0.21,0.53,0,6
FOODS_3_364_TX_3_validation,0.21,0.53,0,6
FOODS_3_486_TX_3_validation,0.29,0.53,0,8
FOODS_3_394_TX_3_validation,0.21,0.53,0,6
FOODS_3_375_TX_3_validation,0.32,0.57,0,9
FOODS_3_554_TX_3_validation,0.25,0.57,0,7
FOODS_3_365_TX_3_validation,0.25,0.57,0,7
FOODS_3_527_TX_3_validation,0.18,0.57,0,5
FOODS_3_309_TX_3_validation,0.25,0.57,0,7
FOODS_3_493_TX_3_validation,0.25,0.57,0,7
FOODS_3_158_TX_3_validation,0.25,0.57,0,7
FOODS_3_280_TX_3_validation,0.25,0.57,0,7
FOODS_3_320_TX_3_validation,0.25,0.57,0,7
FOODS_3_509_TX_3_validation,0.36,0.6,0,10
FOODS_3_670_TX_3_validation,0.29,0.6,0,8
FOODS_3_436_TX_3_validation,0.36,0.6,0,10
FOODS_3_204_TX_3_validation,0.29,0.6,0,8
FOODS_3_472_TX_3_validation,0.21,0.6,0,6
FOODS_3_550_TX_3_validation,0.29,0.6,0,8
FOODS_3_391_TX_3_validation,0.29,0.6,0,8
FOODS_3_209_TX_3_validation,0.32,0.63,0,9
FOODS_3_197_TX_3_validation,0.25,0.63,0,7
FOODS_3_521_TX_3_validation,0.32,0.63,0,9
FOODS_3_177_TX_3_validation,0.32,0.63,0,9
FOODS_3_775_TX_3_validation,0.32,0.63,0,9
FOODS_3_033_TX_3_validation,0.32,0.63,0,9
FOODS_3_386_TX_3_validation,0.25,0.63,0,7
FOODS_3_061_TX_3_validation,0.39,0.63,0,11
FOODS_3_401_TX_3_validation,0.32,0.63,0,9
FOODS_3_264_TX_3_validation,0.32,0.63,0,9
FOODS_3_262_TX_3_validation,0.32,0.63,0,9
FOODS_3_193_TX_3_validation,0.29,0.65,0,8
FOODS_3_456_TX_3_validation,0.43,0.65,0,12
FOODS_3_161_TX_3_validation,0.43,0.65,0,12
FOODS_3_402_TX_3_validation,0.21,0.65,0,6
FOODS_3_380_TX_3_validation,0.36,0.65,0,10
FOODS_3_754_TX_3_validation,0.29,0.65,0,8
FOODS_3_720_TX_3_validation,0.29,0.65,0,8
FOODS_3_745_TX_3_validation,0.32,0.68,0,9
FOODS_3_445_TX_3_validation,0.32,0.68,0,9
FOODS_3_354_TX_3_validation,0.32,0.68,0,9
FOODS_3_036_TX_3_validation,0.39,0.68,0,11
FOODS_3_626_TX_3_validation,0.25,0.68,0,7
FOODS_3_085_TX_3_validation,0.46,0.68,1,17
FOODS_3_179_TX_3_validation,0.39,0.68,0,11
FOODS_3_137_TX_3_validation,0.21,0.71,0,6
FOODS_3_004_TX_3_validation,0.29,0.71,0,8
FOODS_3_359_TX_3_validation,0.29,0.71,0,8
FOODS_3_142_TX_3_validation,0.36,0.71,0,10
FOODS_3_558_TX_3_validation,0.36,0.71,0,10
FOODS_3_548_TX_3_validation,0.29,0.71,0,8
FOODS_3_481_TX_3_validation,0.29,0.71,0,8
FOODS_3_323_TX_3_validation,0.36,0.71,0,10
FOODS_3_583_TX_3_validation,0.54,0.73,1,21
FOODS_3_797_TX_3_validation,0.46,0.73,1,29
FOODS_3_088_TX_3_validation,0.25,0.73,0,7
FOODS_3_272_TX_3_validation,0.46,0.73,0,13
FOODS_3_696_TX_3_validation,0.32,0.73,0,9
FOODS_3_287_TX_3_validation,0.46,0.73,0,13
FOODS_3_693_TX_3_validation,0.25,0.73,0,7
FOODS_3_427_TX_3_validation,0.39,0.73,0,11
FOODS_3_196_TX_3_validation,0.54,0.73,1,15
FOODS_3_689_TX_3_validation,0.54,0.73,1,17
FOODS_3_735_TX_3_validation,0.36,0.76,0,10
FOODS_3_673_TX_3_validation,0.14,0.76,0,4
FOODS_3_443_TX_3_validation,0.36,0.76,0,10
FOODS_3_690_TX_3_validation,0.43,0.76,0,12
FOODS_3_778_TX_3_validation,0.5,0.76,0,14
FOODS_3_806_TX_3_validation,0.43,0.76,0,12
FOODS_3_105_TX_3_validation,0.39,0.78,0,11
FOODS_3_009_TX_3_validation,0.54,0.78,1,19
FOODS_3_549_TX_3_validation,0.39,0.78,0,11
FOODS_3_823_TX_3_validation,0.46,0.78,0,13
FOODS_3_629_TX_3_validation,0.61,0.78,0,13
FOODS_3_465_TX_3_validation,0.39,0.78,0,11
FOODS_3_430_TX_3_validation,0.36,0.8,0,10
FOODS_3_724_TX_3_validation,0.5,0.8,0,14
FOODS_3_145_TX_3_validation,0.43,0.8,0,12
FOODS_3_416_TX_3_validation,0.64,0.8,0,14
FOODS_3_057_TX_3_validation,0.43,0.8,0,12
FOODS_3_821_TX_3_validation,0.64,0.8,0,12
FOODS_3_425_TX_3_validation,0.43,0.8,0,12
FOODS_3_159_TX_3_validation,0.68,0.82,1,15
FOODS_3_575_TX_3_validation,0.68,0.82,0,11
FOODS_3_659_TX_3_validation,0.68,0.82,1,19
FOODS_3_018_TX_3_validation,0.61,0.82,1,25
FOODS_3_091_TX_3_validation,0.71,0.85,0,12
FOODS_3_170_TX_3_validation,0.71,0.85,0,10
FOODS_3_247_TX_3_validation,0.43,0.85,0,12
FOODS_3_528_TX_3_validation,0.71,0.85,0,12
FOODS_3_284_TX_3_validation,0.43,0.85,0,12
FOODS_3_429_TX_3_validation,0.64,0.85,1,24
FOODS_3_409_TX_3_validation,0.71,0.85,0,12
FOODS_3_759_TX_3_validation,0.71,0.85,1,16
FOODS_3_763_TX_3_validation,0.32,0.87,0,9
FOODS_3_110_TX_3_validation,0.75,0.87,0,9
FOODS_3_627_TX_3_validation,0.75,0.87,0,11
FOODS_3_297_TX_3_validation,0.75,0.87,0,13
FOODS_3_442_TX_3_validation,0.75,0.87,0,11
FOODS_3_095_TX_3_validation,0.36,0.89,0,10
FOODS_3_536_TX_3_validation,0.64,0.89,1,20
FOODS_3_075_TX_3_validation,0.57,0.89,1,16
FOODS_3_022_TX_3_validation,0.5,0.89,0,14
FOODS_3_595_TX_3_validation,0.64,0.89,1,20
FOODS_3_466_TX_3_validation,0.57,0.89,1,16
FOODS_3_003_TX_3_validation,0.79,0.89,1,18
FOODS_3_544_TX_3_validation,0.79,0.89,0,10
FOODS_3_571_TX_3_validation,0.75,0.91,1,17
FOODS_3_593_TX_3_validation,0.68,0.91,1,23
FOODS_3_055_TX_3_validation,0.75,0.91,1,17
FOODS_3_599_TX_3_validation,0.32,0.91,0,9
FOODS_3_149_TX_3_validation,0.82,0.91,0,13
FOODS_3_417_TX_3_validation,0.82,0.91,0,5
FOODS_3_044_TX_3_validation,0.82,0.91,0,13
FOODS_3_268_TX_3_validation,0.46,0.91,0,13
FOODS_3_642_TX_3_validation,0.75,0.91,0,11
FOODS_3_426_TX_3_validation,0.82,0.91,0,11
FOODS_3_518_TX_3_validation,0.61,0.91,1,17
FOODS_3_373_TX_3_validation,0.86,0.93,0,10
FOODS_3_336_TX_3_validation,0.79,0.93,1,18
FOODS_3_790_TX_3_validation,0.36,0.93,0,10
FOODS_3_125_TX_3_validation,0.86,0.93,0,4
FOODS_3_510_TX_3_validation,0.79,0.93,0,14
FOODS_3_053_TX_3_validation,0.79,0.93,1,18
FOODS_3_384_TX_3_validation,0.86,0.93,0,12
FOODS_3_492_TX_3_validation,0.86,0.93,0,8
FOODS_3_240_TX_3_validation,0.79,0.93,1,16
FOODS_3_457_TX_3_validation,0.54,0.94,1,15
FOODS_3_701_TX_3_validation,0.75,0.94,1,21
FOODS_3_006_TX_3_validation,0.82,0.94,1,19
FOODS_3_229_TX_3_validation,0.75,0.94,1,27
FOODS_3_255_TX_3_validation,0.82,0.94,0,9
FOODS_3_222_TX_3_validation,0.82,0.94,0,9
FOODS_3_218_TX_3_validation,0.46,0.94,0,13
FOODS_3_600_TX_3_validation,0.5,0.96,0,14
FOODS_3_016_TX_3_validation,0.79,0.96,1,22
FOODS_3_353_TX_3_validation,0.79,0.96,1,26
FOODS_3_027_TX_3_validation,0.71,0.96,1,20
FOODS_3_531_TX_3_validation,0.79,0.96,1,24
FOODS_3_576_TX_3_validation,0.64,0.96,1,18
FOODS_3_111_TX_3_validation,0.86,0.96,0,12
FOODS_3_726_TX_3_validation,0.93,0.96,0,2
FOODS_3_467_TX_3_validation,0.86,0.96,0,14
FOODS_3_143_TX_3_validation,0.79,0.96,1,18
FOODS_3_119_TX_3_validation,0.96,0.98,0,1
FOODS_3_773_TX_3_validation,0.96,0.98,0,3
FOODS_3_296_TX_3_validation,0.96,0.98,0,1
FOODS_3_398_TX_3_validation,0.75,0.98,1,19
FOODS_3_275_TX_3_validation,0.75,0.98,1,29
FOODS_3_743_TX_3_validation,0.96,0.98,0,5
FOODS_3_529_TX_3_validation,0.82,0.98,1,21
FOODS_3_471_TX_3_validation,0.68,0.98,1,19
FOODS_3_604_TX_3_validation,0.96,0.98,1,15
FOODS_3_345_TX_3_validation,0.39,0.98,0,11
FOODS_3_378_TX_3_validation,0.96,0.98,0,3
FOODS_3_482_TX_3_validation,0.96,0.98,0,5
FOODS_3_221_TX_3_validation,0.54,0.98,1,15
FOODS_3_049_TX_3_validation,0.96,0.98,0,3
FOODS_3_114_TX_3_validation,0.71,1.0,1,34
FOODS_3_414_TX_3_validation,0.89,1.02,0,13
FOODS_3_500_TX_3_validation,0.61,1.02,1,17
FOODS_3_780_TX_3_validation,0.82,1.02,1,19
FOODS_3_010_TX_3_validation,0.96,1.02,0,9
FOODS_3_428_TX_3_validation,0.96,1.02,0,7
FOODS_3_777_TX_3_validation,0.86,1.04,1,20
FOODS_3_484_TX_3_validation,0.5,1.04,0,14
FOODS_3_405_TX_3_validation,1.0,1.04,0,6
FOODS_3_192_TX_3_validation,0.93,1.04,0,14
FOODS_3_776_TX_3_validation,0.96,1.05,0,13
FOODS_3_001_TX_3_validation,0.5,1.07,0,14
FOODS_3_490_TX_3_validation,0.71,1.07,1,20
FOODS_3_447_TX_3_validation,0.79,1.07,1,22
FOODS_3_650_TX_3_validation,0.89,1.09,1,17
FOODS_3_352_TX_3_validation,0.68,1.09,1,19
FOODS_3_246_TX_3_validation,0.82,1.09,1,29
FOODS_3_608_TX_3_validation,0.89,1.15,1,19
FOODS_3_366_TX_3_validation,0.75,1.15,1,21
FOODS_3_620_TX_3_validation,0.96,1.15,1,21
FOODS_3_266_TX_3_validation,0.57,1.16,1,16
FOODS_3_129_TX_3_validation,1.0,1.16,1,16
FOODS_3_563_TX_3_validation,0.61,1.18,1,17
FOODS_3_703_TX_3_validation,0.93,1.2,1,26
FOODS_3_104_TX_3_validation,0.89,1.21,1,29
FOODS_3_176_TX_3_validation,1.04,1.21,1,23
FOODS_3_552_TX_3_validation,1.0,1.22,1,26
FOODS_3_122_TX_3_validation,0.93,1.22,1,28
FOODS_3_166_TX_3_validation,0.75,1.24,1,37
FOODS_3_340_TX_3_validation,0.89,1.24,1,21
FOODS_3_254_TX_3_validation,0.96,1.27,1,15
FOODS_3_338_TX_3_validation,0.46,1.27,0,13
FOODS_3_748_TX_3_validation,0.71,1.28,1,20
FOODS_3_621_TX_3_validation,1.04,1.3,1,37
FOODS_3_803_TX_3_validation,0.96,1.32,1,29
FOODS_3_606_TX_3_validation,0.89,1.35,1,27
FOODS_3_208_TX_3_validation,0.93,1.36,1,22
FOODS_3_640_TX_3_validation,1.07,1.39,1,30
FOODS_3_371_TX_3_validation,1.11,1.43,1,29
FOODS_3_667_TX_3_validation,0.82,1.48,1,23
FOODS_3_251_TX_3_validation,0.96,1.48,1,27
FOODS_3_060_TX_3_validation,1.21,1.49,2,52
FOODS_3_419_TX_3_validation,1.32,1.5,1,31
FOODS_3_602_TX_3_validation,1.39,1.5,1,31
FOODS_3_344_TX_3_validation,1.36,1.51,2,42
FOODS_3_130_TX_3_validation,0.93,1.54,1,34
FOODS_3_157_TX_3_validation,1.0,1.54,1,40
FOODS_3_751_TX_3_validation,0.93,1.56,1,26
FOODS_3_478_TX_3_validation,0.89,1.57,1,29
FOODS_3_813_TX_3_validation,1.39,1.57,1,37
FOODS_3_243_TX_3_validation,1.29,1.6,1,38
FOODS_3_379_TX_3_validation,0.86,1.6,1,24
FOODS_3_172_TX_3_validation,1.39,1.68,2,63
FOODS_3_019_TX_3_validation,0.75,1.68,1,21
FOODS_3_603_TX_3_validation,1.25,1.78,2,49
FOODS_3_545_TX_3_validation,1.39,1.78,2,51
FOODS_3_317_TX_3_validation,1.36,1.81,1,26
FOODS_3_827_TX_3_validation,1.5,1.83,2,42
FOODS_3_152_TX_3_validation,1.75,1.92,1,25
FOODS_3_278_TX_3_validation,1.64,1.96,2,50
FOODS_3_618_TX_3_validation,1.64,2.05,2,62
FOODS_3_047_TX_3_validation,1.96,2.32,2,67
FOODS_3_747_TX_3_validation,1.96,4.32,2,59
FOODS_3_147_TX_3_validation,2.64,4.47,3,74
